ID;ModifyDate;ComputerName;Domain;MSSQL;SSAS;SSIS;SSRS;ResourceVersionString;ProductLevel;Edition;InstanceName;SQLPort;ServerType;Collation;IsCaseSensitive;IsClustered;IsFullTextInstalled;LoginMode;RootDirectory;DefaultFile;DefaultLog;BackupDirectory;ErrorLogPath;Decomissioned
;2017-05-02 15:17;S3DB-INTEG-P;tn.teracom.se;True;False;True;False;Microsoft SQL Server 2014;SP1;Standard Edition (64-bit);MSSQLSERVER;1433;Standalone;Finnish_Swedish_CI_AS;False;False;False;Mixed;B:\SQL\Microsoft SQL Server\MSSQL12.CRAMER\MSSQL;D:\SQL\MSSQL12.CRAMER\MSSQL\DATA\;E:\SQL\MSSQL12.CRAMER\MSSQL\Data\;X:\SQL\MSSQL12.CRAMER\MSSQL\Backup;D:\SQL\MSSQL12.CRAMER\MSSQL\Log;0
