ID;ModifyDate;ComputerName;Name;Vendor;Version;Decomissioned
;2017-05-02 15:15;S3DB-INTEG-P;TortoiseSVN 1.8.3.24901 (64 bit);TortoiseSVN;1.8.24901;0
;2017-05-02 15:15;S3DB-INTEG-P;Windows Software Development Kit for Windows Store Apps DirectX x86 Remote;Microsoft Corporation;8.59.25584;0
;2017-05-02 15:15;S3DB-INTEG-P; Tools for .Net 3.5;Microsoft Corporation;3.11.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft ASP.NET Web Pages 2 Runtime;Microsoft Corporation;2.0.20710.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft ASP.NET MVC 3;Microsoft Corporation;3.0.20105.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;Microsoft Corporation;9.0.30729.6161;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 SharePoint Developer Tools ENU Language Pack;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft AS OLE DB Provider for SQL Server 2014;Microsoft Corporation;12.0.2000.8;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft SQL Server 2014 Management Objects  (x64);Microsoft Corporation;12.0.2000.8;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.21005;Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft SQL Server 2012 Management Objects ;Microsoft Corporation;11.1.3000.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Dotfuscator and Analytics Community Edition;PreEmptive Solutions;5.5.4521.29298;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x86 ???? - ????????;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 Design-Time - Paquete de idioma ESN;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x64 Hosting Support - ??? ?? ?;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Visual Studio 2013 Prerequisites;Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2013 Preparation;Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft LightSwitch for Visual Studio 2012 CoreRes - ENU;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Windows Software Development Kit DirectX x86 Remote;Microsoft Corporation;8.59.25584;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft ASP.NET Web Pages 2 - Visual Studio 2012 Tools;Microsoft Corporation;2.0.20710.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Windows App Certification Kit Native Components;Microsoft Corporation;8.59.25584;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2012 Microsoft Foundation Class Libraries;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x64 Hosting Support  - Module linguistique Français;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Visual Studio 2013 Prerequisites - ENU Language Pack;Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 Shell (Isolated);Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Management Studio;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2005 Redistributable (x64);Microsoft Corporation;8.0.56336;0
;2017-05-02 15:15;S3DB-INTEG-P;Entity Framework Designer for Visual Studio 2012 - enu;Microsoft Corporation;11.1.20702.00;0
;2017-05-02 15:15;S3DB-INTEG-P;Pacote de Idiomas do Microsoft Visual Studio Tools for Applications 2012 x86 Hosting Support - PTB;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x86 Hosting Support - ??? ?? ?;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 Design-Time - ??? Language Pack;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2012 Devenv;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft .NET Framework 4 Multi-Targeting Pack;Microsoft Corporation;4.0.30319;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Professional 2012;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Database Engine Shared;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft SQL Server 2012 Transact-SQL ScriptDom ;Microsoft Corporation;11.0.2100.60;0
;2017-05-02 15:15;S3DB-INTEG-P;Blend for Visual Studio 2012 ENU resources;Microsoft Corporation;5.0.30709.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio 2013 Shell (Isolated);Microsoft Corporation;12.0.21005;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Analysis Services;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Prerequisites for SSDT ;Microsoft Corporation;11.0.2100.60;0
;2017-05-02 15:15;S3DB-INTEG-P;LocalESPCui for en-us;Microsoft;8.59.25584;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft SQL Server 2014 RsFx Driver;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual C++ 2012 Compilers - ENU Resources;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications x64 Runtime 3.0;Microsoft Corporation;10.0.40220;0
;2017-05-02 15:15;S3DB-INTEG-P;SQL Server 2014 Database Engine Shared;Microsoft Corporation;12.1.4100.1;0
;2017-05-02 15:15;S3DB-INTEG-P;IIS 8.0 Express;Microsoft Corporation;8.0.1557;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft LightSwitch for Visual Studio 2012 Core;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Tools for Applications 2012 x64 ???? - ???????;Microsoft Corporation;11.0.51108;0
;2017-05-02 15:15;S3DB-INTEG-P;WCF RIA Services V1.0 SP2;Microsoft Corporation;4.1.61829.0;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft Visual Studio Ultimate 2012 XAML UI Designer enu Resources;Microsoft Corporation;11.0.50727;0
;2017-05-02 15:15;S3DB-INTEG-P;Microsoft ASP.NET MVC 3 - Visual Studio 2012 Tools Update;Microsoft Corporation;3.0.30710.0;0
