ID;ModifyDate;ComputerName;DisplayName;Name;StartMode;StartName;PathName;Decomissioned
;2017-03-27 10:41;S2WEBDB;Special Administration Console Helper;sacsvr;Manual;LocalSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Security Accounts Manager;SamSs;Auto;LocalSystem;C:\Windows\system32\lsass.exe;0
;2017-03-27 10:41;S2WEBDB;Smart Card;SCardSvr;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S2WEBDB;Task Scheduler;Schedule;Auto;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Smart Card Removal Policy;SCPolicySvc;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Secondary Logon;seclogon;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;System Event Notification Service;SENS;Auto;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Remote Desktop Configuration;SessionEnv;Manual;localSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Internet Connection Sharing (ICS);SharedAccess;Disabled;LocalSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Shell Hardware Detection;ShellHWDetection;Auto;LocalSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;ConfigMgr Task Sequence Agent;smstsmgr;Manual;LocalSystem;C:\Windows\CCM\TSManager.exe /service;0
;2017-03-27 10:41;S2WEBDB;SNMP Trap;SNMPTRAP;Manual;NT AUTHORITY\LocalService;C:\Windows\System32\snmptrap.exe;0
;2017-03-27 10:41;S2WEBDB;Print Spooler;Spooler;Auto;LocalSystem;C:\Windows\System32\spoolsv.exe;0
;2017-03-27 10:41;S2WEBDB;Software Protection;sppsvc;Auto;NT AUTHORITY\NetworkService;C:\Windows\system32\sppsvc.exe;0
;2017-03-27 10:41;S2WEBDB;SPP Notification Service;sppuinotify;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S2WEBDB;SQL Server Browser;SQLBrowser;Disabled;NT AUTHORITY\LOCALSERVICE;C:\Program Files (x86)\Microsoft SQL Server\90\Shared\sqlbrowser.exe;0
;2017-03-27 10:41;S2WEBDB;SQL Server Agent (MSSQLSERVER);SQLSERVERAGENT;Auto;NT AUTHORITY\NETWORKSERVICE;G:\SQL Server\MSSQL10_50.MSSQLSERVER\MSSQL\Binn\SQLAGENT.EXE -i MSSQLSERVER;0
;2017-03-27 10:41;S2WEBDB;SQL Server VSS Writer;SQLWriter;Auto;LocalSystem;C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe;0
;2017-03-27 10:41;S2WEBDB;SSDP Discovery;SSDPSRV;Disabled;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S2WEBDB;Secure Socket Tunneling Protocol Service;SstpSvc;Manual;NT Authority\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S2WEBDB;Microsoft Software Shadow Copy Provider;swprv;Manual;LocalSystem;C:\Windows\System32\svchost.exe -k swprv;0
;2017-03-27 10:41;S2WEBDB;Telephony;TapiSrv;Manual;NT AUTHORITY\NetworkService;C:\Windows\System32\svchost.exe -k tapisrv;0
;2017-03-27 10:41;S2WEBDB;TPM Base Services;TBS;Manual;NT AUTHORITY\LocalService;C:\Windows\System32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S2WEBDB;Remote Desktop Services;TermService;Manual;NT Authority\NetworkService;C:\Windows\System32\svchost.exe -k termsvcs;0
;2017-03-27 10:41;S2WEBDB;Thread Ordering Server;THREADORDER;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S2WEBDB;TP AutoConnect Service;tpautoconnsvc;Manual;LocalSystem;C:\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe;0
;2017-03-27 10:41;S2WEBDB;TP VC Gateway Service;TPVCGateway;Manual;LocalSystem;C:\Program Files\VMware\VMware Tools\TPVCGateway.exe;0
;2017-03-27 10:41;S2WEBDB;Distributed Link Tracking Client;TrkWks;Auto;LocalSystem;C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S2WEBDB;Windows Modules Installer;TrustedInstaller;Manual;localSystem;C:\Windows\servicing\TrustedInstaller.exe;0
;2017-03-27 10:41;S2WEBDB;Interactive Services Detection;UI0Detect;Manual;LocalSystem;C:\Windows\system32\UI0Detect.exe;0
;2017-03-27 10:41;S2WEBDB;Remote Desktop Services UserMode Port Redirector;UmRdpService;Manual;localSystem;C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S2WEBDB;UPnP Device Host;upnphost;Disabled;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S2WEBDB;Desktop Window Manager Session Manager;UxSms;Auto;localSystem;C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S2WEBDB;Credential Manager;VaultSvc;Manual;LocalSystem;C:\Windows\system32\lsass.exe;0
;2017-03-27 10:41;S2WEBDB;Virtual Disk;vds;Manual;LocalSystem;C:\Windows\System32\vds.exe;0
;2017-03-27 10:41;S2WEBDB;VMware Tools Service;VMTools;Auto;LocalSystem;C:\Program Files\VMware\VMware Tools\vmtoolsd.exe;0
;2017-03-27 10:41;S2WEBDB;VMware Upgrade Helper;VMUpgradeHelper;Auto;LocalSystem;C:\Program Files\VMware\VMware Tools\VMUpgradeHelper.exe /service;0
;2017-03-27 10:41;S2WEBDB;VMware Snapshot Provider;vmvss;Manual;LocalSystem;C:\Windows\system32\dllhost.exe /Processid:{DEA22668-6974-4C83-A352-58FB19D4060D};0
;2017-03-27 10:41;S2WEBDB;Volume Shadow Copy;VSS;Manual;LocalSystem;C:\Windows\system32\vssvc.exe;0
;2017-03-27 10:41;S2WEBDB;Windows Time;W32Time;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S2WEBDB;Block Level Backup Engine Service;wbengine;Manual;LocalSystem;C:\Windows\system32\wbengine.exe;0
;2017-03-27 10:41;S2WEBDB;Windows Color System;WcsPlugInService;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k wcssvc;0
;2017-03-27 10:41;S2WEBDB;Diagnostic Service Host;WdiServiceHost;Manual;NT AUTHORITY\LocalService;C:\Windows\System32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S2WEBDB;Diagnostic System Host;WdiSystemHost;Manual;LocalSystem;C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S2WEBDB;Windows Event Collector;Wecsvc;Manual;NT AUTHORITY\NetworkService;C:\Windows\system32\svchost.exe -k NetworkService;0
;2017-03-27 10:41;S2WEBDB;Problem Reports and Solutions Control Panel Support;wercplsupport;Manual;localSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Windows Error Reporting Service;WerSvc;Manual;localSystem;C:\Windows\System32\svchost.exe -k WerSvcGroup;0
;2017-03-27 10:41;S2WEBDB;WinHTTP Web Proxy Auto-Discovery Service;WinHttpAutoProxySvc;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S2WEBDB;Windows Management Instrumentation;Winmgmt;Auto;localSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Windows Remote Management (WS-Management);WinRM;Auto;NT AUTHORITY\NetworkService;C:\Windows\System32\svchost.exe -k NetworkService;0
;2017-03-27 10:41;S2WEBDB;WMI Performance Adapter;wmiApSrv;Manual;localSystem;C:\Windows\system32\wbem\WmiApSrv.exe;0
;2017-03-27 10:41;S2WEBDB;Portable Device Enumerator Service;WPDBusEnum;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S2WEBDB;Windows Update;wuauserv;Auto;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S2WEBDB;Windows Driver Foundation - User-mode Driver Framework;wudfsvc;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;Application Experience;AeLookupSvc;Manual;localSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Application Layer Gateway Service;ALG;Manual;NT AUTHORITY\LocalService;C:\Windows\System32\alg.exe;0
;2017-03-27 10:41;S1WEBDB-S;Apica Monitor Agent;AmonAgent;Auto;LocalSystem;C:\PROGRA~2\Apica\Monitor\rtse_s.exe;0
;2017-03-27 10:41;S1WEBDB-S;Application Identity;AppIDSvc;Manual;NT Authority\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S1WEBDB-S;Application Information;Appinfo;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Application Management;AppMgmt;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Windows Audio Endpoint Builder;AudioEndpointBuilder;Manual;LocalSystem;C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;Windows Audio;AudioSrv;Manual;NT AUTHORITY\LocalService;C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;Base Filtering Engine;BFE;Auto;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork;0
;2017-03-27 10:41;S1WEBDB-S;Background Intelligent Transfer Service;BITS;Auto;LocalSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Computer Browser;Browser;Disabled;LocalSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;SMS Agent Host;CcmExec;Auto;LocalSystem;C:\Windows\CCM\CcmExec.exe;0
;2017-03-27 10:41;S1WEBDB-S;Certificate Propagation;CertPropSvc;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Microsoft .NET Framework NGEN v2.0.50727_X86;clr_optimization_v2.0.50727_32;Manual;LocalSystem;C:\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe;0
;2017-03-27 10:41;S1WEBDB-S;Microsoft .NET Framework NGEN v2.0.50727_X64;clr_optimization_v2.0.50727_64;Manual;LocalSystem;C:\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe;0
;2017-03-27 10:41;S1WEBDB-S;Configuration Manager Remote Control;CmRcService;Disabled;LocalSystem;C:\Windows\CCM\RemCtrl\CmRcService.exe;0
;2017-03-27 10:41;S1WEBDB-S;COM+ System Application;COMSysApp;Manual;LocalSystem;C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235};0
;2017-03-27 10:41;S1WEBDB-S;Cryptographic Services;CryptSvc;Auto;NT Authority\NetworkService;C:\Windows\system32\svchost.exe -k NetworkService;0
;2017-03-27 10:41;S1WEBDB-S;DCOM Server Process Launcher;DcomLaunch;Auto;LocalSystem;C:\Windows\system32\svchost.exe -k DcomLaunch;0
;2017-03-27 10:41;S1WEBDB-S;Disk Defragmenter;defragsvc;Manual;localSystem;C:\Windows\system32\svchost.exe -k defragsvc;0
;2017-03-27 10:41;S1WEBDB-S;DHCP Client;Dhcp;Auto;NT Authority\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;DNS Client;Dnscache;Auto;NT AUTHORITY\NetworkService;C:\Windows\system32\svchost.exe -k NetworkService;0
;2017-03-27 10:41;S1WEBDB-S;Wired AutoConfig;dot3svc;Manual;localSystem;C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;Diagnostic Policy Service;DPS;Auto;NT AUTHORITY\LocalService;C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork;0
;2017-03-27 10:41;S1WEBDB-S;Extensible Authentication Protocol;EapHost;Manual;localSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Encrypting File System (EFS);EFS;Manual;LocalSystem;C:\Windows\System32\lsass.exe;0
;2017-03-27 10:41;S1WEBDB-S;Windows Event Log;eventlog;Auto;NT AUTHORITY\LocalService;C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;COM+ Event System;EventSystem;Auto;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S1WEBDB-S;Microsoft Fibre Channel Platform Registration Service;FCRegSvc;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;Function Discovery Provider Host;fdPHost;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalService;0
;2017-03-27 10:41;S1WEBDB-S;Function Discovery Resource Publication;FDResPub;Manual;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S1WEBDB-S;Windows Font Cache Service;FontCache;Auto;NT AUTHORITY\LocalService;C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation;0
;2017-03-27 10:41;S1WEBDB-S;Windows Presentation Foundation Font Cache 3.0.0.0;FontCache3.0.0.0;Manual;NT Authority\LocalService;C:\Windows\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe;0
;2017-03-27 10:41;S1WEBDB-S;Group Policy Client;gpsvc;Auto;LocalSystem;C:\Windows\system32\svchost.exe -k netsvcs;0
;2017-03-27 10:41;S1WEBDB-S;Human Interface Device Access;hidserv;Manual;LocalSystem;C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted;0
;2017-03-27 10:41;S1WEBDB-S;Health Key and Certificate Management;hkmsvc;Manual;localSystem;C:\Windows\System32\svchost.exe -k netsvcs;0
