ID;date;ComputerName;Name;Vendor;Version;Decomissioned
;;S1DW-DB-T;Microsoft System CLR Types for SQL Server 2014;Microsoft Corporation;12.0.2000.8;0
;;S1DW-DB-T;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Visual Studio 2012 Prerequisites;Microsoft Corporation;11.0.50727;0
;;S1DW-DB-T;SQL Server 2012 Data Tools - BI for Visual Studio 2012;Microsoft Corporation;11.1.3436.0;0
;;S1DW-DB-T;Git Extensions 2.48.03;Henk;2.48.03;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 Language Support - ENU Language Pack;Microsoft Corporation;11.0.50727;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 Design-Time - ??? ?? ?;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;Windows XP Targeting with C++;Microsoft Corporation;11.0.51106;0
;;S1DW-DB-T;WPTx64;Microsoft;8.59.29722;0
;;S1DW-DB-T;Microsoft Visual Studio 2012 Devenv Resources;Microsoft Corporation;11.0.50727;0
;;S1DW-DB-T;Windows Software Development Kit for Windows Store Apps DirectX x64 Remote;Microsoft Corporation;8.59.29699;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 x86 Hosting Support - DEU-Sprachpaket;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;Sql Server Customer Experience Improvement Program;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;HP ProLiant iLO 3 WHEA Driver (X64);Hewlett-Packard Company;3.0.0.0;0
;;S1DW-DB-T;Application Verifier x64 External Package;Microsoft;8.59.29722;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 Design-Time;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;Microsoft Silverlight;Microsoft Corporation;5.1.20513.0;0
;;S1DW-DB-T;???????? ????? ??? ????????? ?????????? ?????? ??????? Microsoft Visual Studio Tools ??? ?????? ? ???????????? 2012 (x86) - RUS;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;SQL Server 2012 SSIS 64Bit For SSDTBI VS2012;Microsoft Corporation;11.1.3436.0;0
;;S1DW-DB-T;Microsoft Visual C++ 2012 x64 Debug Runtime - 11.0.60610;Microsoft Corporation;11.0.60610;0
;;S1DW-DB-T;HP ProLiant Integrated Management Log Viewer;Hewlett-Packard Company;6.0.0.0;0
;;S1DW-DB-T;Microsoft Visual C++ 2012 x86 Minimum Runtime - 11.0.61030;Microsoft Corporation;11.0.61030;0
;;S1DW-DB-T;Microsoft Visual Studio 2012 Preparation;Microsoft Corporation;11.0.50727;0
;;S1DW-DB-T;SQL Server 2012 Analysis Services;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Microsoft SQL Server 2012 Transact-SQL Compiler Service ;Microsoft Corporation;11.1.3128.0;0
;;S1DW-DB-T;Microsoft SQL Server 2012 RsFx Driver;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;SQL Server 2012 BI Development Studio;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Microsoft Visual Studio 2012 Shell (Minimum);Microsoft Corporation;11.0.50727;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 x64 ???? - ????????;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;HP Version Control Agent;Hewlett Packard Development Company. L.P.;7.0.0.900;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 Language Support;Microsoft Corporation;11.0.50727;0
;;S1DW-DB-T;Microsoft Report Viewer 2012 Runtime;Microsoft Corporation;11.0.2100.60;0
;;S1DW-DB-T;SQL Server 2012 Database Engine Shared;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Microsoft SQL Server 2012 T-SQL Language Service ;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;???????? ????? ??? ????? ?????????? ?????? ??????? Microsoft Visual Studio Tools ??? ?????? ? ???????????? 2012 - RUS;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Microsoft SQL Server 2012 Setup (English);Microsoft Corporation;11.1.3128.0;0
;;S1DW-DB-T;Microsoft VSS Writer for SQL Server 2012;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Microsoft SQL Server 2014 Management Objects ;Microsoft Corporation;12.0.2000.8;0
;;S1DW-DB-T;Microsoft Visual Studio Tools for Applications 2012 ???? - ????????;Microsoft Corporation;11.0.51108;0
;;S1DW-DB-T;Microsoft SQL Server Data Tools ? Database Projects ? Web installer entry point;Microsoft Corporation;10.3.20116.0;0
;;S1DW-DB-T;Blend for Visual Studio SDK for Silverlight 5;Microsoft Corporation;3.0.40218.0;0
;;S1DW-DB-T;HP Array Configuration Utility;Hewlett-Packard Development Company. L.P.;9.0.24.0;0
;;S1DW-DB-T;Microsoft SQL Server 2014 T-SQL Language Service ;Microsoft Corporation;12.0.2000.8;0
;;S1DW-DB-T;SQL Server 2012 SQL Data Quality Common;Microsoft Corporation;11.1.3000.0;0
;;S1DW-DB-T;Windows Software Development Kit for Windows Store Apps;Microsoft Corporation;8.59.29750;0
;;S1CRM-DEV;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6012.5000;0
;;S1CRM-DEV;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6015.5000;0
;;S1CRM-DEV;Microsoft SQL Server System CLR Types;Microsoft Corporation;10.51.2500.0;0
;;S1CRM-DEV;Microsoft Help Viewer 1.1;Microsoft Corporation;1.1.40219;0
;;S1CRM-DEV;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4974;Microsoft Corporation;9.0.30729.4974;0
;;S1CRM-DEV;SmartBar for MS CRM 2013;PTM EDV-Systeme GmbH;2013.54;0
;;S1CRM-DEV;OP5 NSClient++ Windows Agent (x64);MySolutions NORDIC;0.3.9.146;0
;;S1CRM-DEV;VMware Tools;VMware. Inc.;8.6.11.20852;0
;;S1CRM-DEV;Microsoft Dynamics CRM 2013 Reporting Extensions;Microsoft Corporation;6.0.0000.0302;0
;;S1CRM-DEV;Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1CRM-DEV;Configuration Manager Client;Microsoft Corporation;5.00.7958.1000;0
;;S1CRM-DEV;Microsoft Visual C++ 2005 Redistributable (x64);Microsoft Corporation;8.0.61000;0
;;S1CRM-DEV;Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1CRM-DEV;SQL Server 2012 Management Studio;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;SQL Server 2012 Management Studio;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;Visual Studio 2010 Prerequisites - English;Microsoft Corporation;10.0.40219;0
;;S1CRM-DEV;Microsoft Visual C++ 2010  x86 Runtime - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1CRM-DEV;Windows Software Development Kit DirectX x64 Remote;Microsoft Corporation;8.59.25584;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 Performance Collection Tools - ENU;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 Remote Debugger;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 Remote Debugger;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Windows Software Development Kit for Windows Store Apps DirectX x86 Remote;Microsoft Corporation;8.100.26898;0
;;S1CRM-DEV;Microsoft Visual Studio 2010 Shell (Isolated) - ENU;Microsoft Corporation;10.0.40219;0
;;S1CRM-DEV;Microsoft SQL Server 2008 R2 Management Objects;Microsoft Corporation;10.51.2500.0;0
;;S1CRM-DEV;Microsoft System CLR Types for SQL Server 2012 (x64);Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;Microsoft Dynamics CRM Server 2013;Microsoft Corporation;6.0.0000.0302;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 Remote Debugger;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 Performance Collection Tools;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;Windows Software Development Kit for Windows Store Apps DirectX x86 Remote;Microsoft Corporation;8.59.25584;0
;;S1CRM-DEV;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;Microsoft Corporation;9.0.30729.6161;0
;;S1CRM-DEV;Windows Software Development Kit DirectX x86 Remote;Microsoft Corporation;8.100.25984;0
;;S1CRM-DEV;Microsoft ReportViewer 2010 Redistributable;Microsoft Corporation;10.0.30319;0
;;S1CRM-DEV;Windows Software Development Kit DirectX x86 Remote;Microsoft Corporation;8.59.25584;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 Performance Collection Tools - ENU;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;Microsoft .NET Framework 4 Multi-Targeting Pack;Microsoft Corporation;4.0.30319;0
;;S1CRM-DEV;Microsoft Policy Platform;Microsoft Corporation;1.2.3602.0;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 Performance Collection Tools;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 VsGraphics Remote Dependencies;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Microsoft Report Viewer 2012 Runtime;Microsoft Corporation;11.1.3366.16;0
;;S1CRM-DEV;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;SQL Server 2012 Reporting Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 VsGraphics Remote Dependencies;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Microsoft SQL Server 2012 Native Client ;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;SQL Server 2012 Reporting Services;Microsoft Corporation;11.0.2100.60;0
;;S1CRM-DEV;Windows Software Development Kit for Windows Store Apps DirectX x64 Remote;Microsoft Corporation;8.100.26898;0
;;S1CRM-DEV;Microsoft URL Rewrite Module 1.1 for IIS 7;Microsoft Corporation;7.1.0470.0;0
;;S1CRM-DEV;Microsoft SQL Server 2012 Transact-SQL ScriptDom ;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;Microsoft Visual Studio 2012 VsGraphics Remote Dependencies- ENU;Microsoft Corporation;11.0.61030;0
;;S1CRM-DEV;Microsoft SQL Server 2008 Setup Support Files ;Microsoft Corporation;10.1.2731.0;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 VsGraphics Helper Dependencies;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;ActivityTools for MS CRM 2013;PTM EDV-Systeme GmbH;6.14;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 VsGraphics Remote Dependencies;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;Microsoft Corporation;9.0.30729.4148;0
;;S1CRM-DEV;Windows Software Development Kit for Windows Store Apps DirectX x64 Remote;Microsoft Corporation;8.59.25584;0
;;S1CRM-DEV;Microsoft SQL Server 2008 Native Client;Microsoft Corporation;10.1.2531.0;0
;;S1CRM-DEV;Sql Server Customer Experience Improvement Program;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;Microsoft Silverlight;Microsoft Corporation;5.1.20513.0;0
;;S1CRM-DEV;Microsoft SQL Server 2012 Transact-SQL Compiler Service ;Microsoft Corporation;11.1.3128.0;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 Remote Debugger;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;Microsoft SQL Server 2012 Management Objects  (x64);Microsoft Corporation;11.0.2100.60;0
;;S1CRM-DEV;Windows Software Development Kit DirectX x64 Remote;Microsoft Corporation;8.100.25984;0
;;S1CRM-DEV;Microsoft Visual Studio 2013 VsGraphics Remote Dependencies- ENU;Microsoft Corporation;12.0.31101;0
;;S1CRM-DEV;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;Microsoft Corporation;9.0.30729;0
;;S1CRM-DEV;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S1CRM-DEV;Microsoft SQL Server 2012 Setup (English);Microsoft Corporation;11.1.3128.0;0
;;S1CRMDB-DEV;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6012.5000;0
;;S1CRMDB-DEV;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6015.5000;0
;;S1CRMDB-DEV;Microsoft SQL Server System CLR Types;Microsoft Corporation;10.51.2500.0;0
;;S1CRMDB-DEV;SQL Server 2012 Client Tools;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Integration Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Help Viewer 1.1;Microsoft Corporation;1.1.40219;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4974;Microsoft Corporation;9.0.30729.4974;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Policies ;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;OP5 NSClient++ Windows Agent (x64);MySolutions NORDIC;0.3.9.146;0
;;S1CRMDB-DEV;VMware Tools;VMware. Inc.;8.6.11.20852;0
;;S1CRMDB-DEV;SQL Server 2012 Data quality service;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server Browser for SQL Server 2012;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Management Objects ;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;Microsoft Dynamics CRM 2013 Reporting Extensions;Microsoft Corporation;6.0.0000.0302;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1CRMDB-DEV;Configuration Manager Client;Microsoft Corporation;5.00.7958.1000;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2005 Redistributable (x64);Microsoft Corporation;8.0.61000;0
;;S1CRMDB-DEV;SQL Server 2012 BI Development Studio;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1CRMDB-DEV;SQL Server 2012 Data quality service;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;SQL Server 2012 Management Studio;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Visual Studio Tools for Applications Design-Time 3.0;Microsoft Corporation;10.0.40220;0
;;S1CRMDB-DEV;SQL Server 2012 Integration Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Management Studio;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Visual Studio 2010 Prerequisites - English;Microsoft Corporation;10.0.40219;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2010  x86 Runtime - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1CRMDB-DEV;Microsoft Visual Studio 2010 Shell (Integrated) - ENU;Microsoft Corporation;10.0.40219;0
;;S1CRMDB-DEV;SQL Server 2012 Data quality client;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;Microsoft System CLR Types for SQL Server 2012;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Data-Tier App Framework ;Microsoft Corporation;11.1.2816.0;0
;;S1CRMDB-DEV;Microsoft Visual Studio 2010 Shell (Isolated) - ENU;Microsoft Corporation;10.0.40219;0
;;S1CRMDB-DEV;Microsoft SQL Server 2008 R2 Management Objects;Microsoft Corporation;10.51.2500.0;0
;;S1CRMDB-DEV;Microsoft System CLR Types for SQL Server 2012 (x64);Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Data quality service;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Visual Studio Tools for Applications x86 Runtime 3.0;Microsoft Corporation;10.0.40220;0
;;S1CRMDB-DEV;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;Microsoft Corporation;9.0.30729.6161;0
;;S1CRMDB-DEV;SQL Server 2012 Client Tools;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Data quality client;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft .NET Framework 4 Multi-Targeting Pack;Microsoft Corporation;4.0.30319;0
;;S1CRMDB-DEV;Microsoft Policy Platform;Microsoft Corporation;1.2.3602.0;0
;;S1CRMDB-DEV;Prerequisites for SSDT ;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Reporting Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Visual Studio Tools for Applications x64 Runtime 3.0;Microsoft Corporation;10.0.40220;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Native Client ;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Reporting Services;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Full text search;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 T-SQL Language Service ;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;SQL Server 2012 Data quality service;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Transact-SQL ScriptDom ;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2008 Setup Support Files ;Microsoft Corporation;10.1.2731.0;0
;;S1CRMDB-DEV;SQL Server 2012 Database Engine Shared;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;Microsoft Corporation;9.0.30729.4148;0
;;S1CRMDB-DEV;Sql Server Customer Experience Improvement Program;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft Silverlight;Microsoft Corporation;5.1.20513.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Transact-SQL Compiler Service ;Microsoft Corporation;11.1.3128.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 RsFx Driver;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Full text search;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SSIS Integration Toolkit for Microsoft Dynamics CRM (64-bit);KingswaySoft;7.1.0.5788;0
;;S1CRMDB-DEV;SQL Server 2012 BI Development Studio;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Management Objects  (x64);Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;Microsoft Report Viewer 2012 Runtime;Microsoft Corporation;11.0.2100.60;0
;;S1CRMDB-DEV;SQL Server 2012 Database Engine Shared;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft SQL Server 2012 Setup (English);Microsoft Corporation;11.1.3128.0;0
;;S1CRMDB-DEV;Microsoft VSS Writer for SQL Server 2012;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;Microsoft SQL Server Data Tools ? Database Projects ? Web installer entry point;Microsoft Corporation;10.3.20116.0;0
;;S1CRMDB-DEV;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S1CRMDB-DEV;SQL Server 2012 SQL Data Quality Common;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6012.5000;0
;;S2CRM-T;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6015.5000;0
;;S2CRM-T;Microsoft SQL Server System CLR Types;Microsoft Corporation;10.51.2500.0;0
;;S2CRM-T;SQL Server 2012 Client Tools;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Help Viewer 1.1;Microsoft Corporation;1.1.40219;0
;;S2CRM-T;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4974;Microsoft Corporation;9.0.30729.4974;0
;;S2CRM-T;Microsoft SQL Server 2012 Policies ;Microsoft Corporation;11.0.2100.60;0
;;S2CRM-T;VMware Tools;VMware. Inc.;8.6.11.20852;0
;;S2CRM-T;SQL Server Browser for SQL Server 2012;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Dynamics CRM 2013 Reporting Extensions;Microsoft Corporation;6.0.0000.0302;0
;;S2CRM-T;Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S2CRM-T;Configuration Manager Client;Microsoft Corporation;5.00.7958.1000;0
;;S2CRM-T;Microsoft Visual C++ 2005 Redistributable (x64);Microsoft Corporation;8.0.61000;0
;;S2CRM-T;Microsoft Dynamics CRM 2013 Danish Language Pack;Microsoft Corporation;6.0.0000.0302;0
;;S2CRM-T;Microsoft Dynamics CRM 2013 Swedish Language Pack;Microsoft Corporation;6.0.0000.0302;0
;;S2CRM-T;Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S2CRM-T;SQL Server 2012 Management Studio;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Messaging API and Collaboration Data Objects 1.2.1;Microsoft;6.5.8244.0;0
;;S2CRM-T;SQL Server 2012 Management Studio;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Visual Studio 2010 Prerequisites - English;Microsoft Corporation;10.0.40219;0
;;S2CRM-T;Microsoft Online Services Sign-in Assistant;Microsoft Corporation;7.250.4303.0;0
;;S2CRM-T;Microsoft Visual C++ 2010  x86 Runtime - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S2CRM-T;Microsoft Visual Studio 2010 Shell (Isolated) - ENU;Microsoft Corporation;10.0.40219;0
;;S2CRM-T;Microsoft SQL Server 2008 R2 Management Objects;Microsoft Corporation;10.51.2500.0;0
;;S2CRM-T;Microsoft System CLR Types for SQL Server 2012 (x64);Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Dynamics CRM Server 2013;Microsoft Corporation;6.0.0000.0302;0
;;S2CRM-T;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;Microsoft Corporation;9.0.30729.6161;0
;;S2CRM-T;Microsoft ReportViewer 2010 Redistributable;Microsoft Corporation;10.0.30319;0
;;S2CRM-T;SQL Server 2012 Client Tools;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft .NET Framework 4 Multi-Targeting Pack;Microsoft Corporation;4.0.30319;0
;;S2CRM-T;Microsoft Policy Platform;Microsoft Corporation;1.2.3602.0;0
;;S2CRM-T;Microsoft Report Viewer 2012 Runtime;Microsoft Corporation;11.1.3366.16;0
;;S2CRM-T;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;SQL Server 2012 Reporting Services;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft SQL Server 2012 Native Client ;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;SQL Server 2012 Reporting Services;Microsoft Corporation;11.0.2100.60;0
;;S2CRM-T;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;SQL Server 2012 RS_SharePoint_SharedService;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft URL Rewrite Module 1.1 for IIS 7;Microsoft Corporation;7.1.0470.0;0
;;S2CRM-T;Microsoft SQL Server 2012 Transact-SQL ScriptDom ;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft SQL Server 2012 RS Add-in for SharePoint ;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft SQL Server 2008 Setup Support Files ;Microsoft Corporation;10.1.2731.0;0
;;S2CRM-T;SQL Server 2012 Database Engine Shared;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;SQL Server 2012 Database Engine Services;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Dynamics CRM 2013 Email Router;Microsoft Corporation;6.0.0000.0302;0
;;S2CRM-T;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148;Microsoft Corporation;9.0.30729.4148;0
;;S2CRM-T;Microsoft SQL Server 2008 Native Client;Microsoft Corporation;10.1.2531.0;0
;;S2CRM-T;Sql Server Customer Experience Improvement Program;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Silverlight;Microsoft Corporation;5.1.20513.0;0
;;S2CRM-T;Microsoft SQL Server 2012 Transact-SQL Compiler Service ;Microsoft Corporation;11.1.3128.0;0
;;S2CRM-T;Microsoft SQL Server 2012 RsFx Driver;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft SQL Server 2012 Management Objects  (x64);Microsoft Corporation;11.0.2100.60;0
;;S2CRM-T;SQL Server 2012 Database Engine Shared;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.17;Microsoft Corporation;9.0.30729;0
;;S2CRM-T;SQL Server 2012 Common Files;Microsoft Corporation;11.1.3000.0;0
;;S2CRM-T;Microsoft SQL Server 2012 Setup (English);Microsoft Corporation;11.1.3128.0;0
;;S2CRM-T;Microsoft VSS Writer for SQL Server 2012;Microsoft Corporation;11.1.3000.0;0
;;S1WEB-UTV;Microsoft Application Error Reporting;Microsoft Corporation;12.0.6015.5000;0
;;S1WEB-UTV;VMware Tools;VMware. Inc.;8.6.11.20852;0
;;S1WEB-UTV;NSClient++ (x64);MySolutions NORDIC;0.4.4.15;0
;;S1WEB-UTV;Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1WEB-UTV;Configuration Manager Client;Microsoft Corporation;5.00.7958.1000;0
;;S1WEB-UTV;Microsoft Visual C++ 2005 Redistributable (x64);Microsoft Corporation;8.0.61000;0
;;S1WEB-UTV;Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;Microsoft Corporation;10.0.40219;0
;;S1WEB-UTV;SQL Server 2008 R2 Database Engine Services;Microsoft Corporation;10.50.1600.1;0
;;S1WEB-UTV;Microsoft Web Deploy 2.0;Microsoft Corporation;2.0.1046;0
;;S1WEB-UTV;Microsoft SQL Server 2008 R2 Policies;Microsoft Corporation;10.50.1600.1;0
;;S1WEB-UTV;Application Warm-Up 1.0 for IIS 7.5;Microsoft Corporation;7.2.0.0.0637;0
;;S1WEB-UTV;SQL Server 2008 R2 Database Engine Shared;Microsoft Corporation;10.50.1600.1;0
;;S1WEB-UTV;Microsoft SQL Server 2008 R2 RsFx Driver;Microsoft Corporation;10.50.1600.1;0
;;S1WEB-UTV;Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161;Microsoft Corporation;9.0.30729.6161;0
;;S1WEB-UTV;SQL Server 2008 R2 Client Tools;Microsoft Corporation;10.50.1600.1;0
;;S1WEB-UTV;EPiServer CMS 5.2.375.236;EPiServer AB;5.2.375.236;0
